video_id,subset,label,gloss,feature_path,mask_path,frames_found,frames_used,visible_ratio,status
00336,train,1283,abdomen,preprocessed_nslt2000/landmarks/00336.npy,preprocessed_nslt2000/landmarks/00336_mask.npy,32,32,0.7718750238418579,processed
00338,train,1283,abdomen,preprocessed_nslt2000/landmarks/00338.npy,preprocessed_nslt2000/landmarks/00338_mask.npy,32,32,0.824999988079071,processed
00341,train,1283,abdomen,preprocessed_nslt2000/landmarks/00341.npy,preprocessed_nslt2000/landmarks/00341_mask.npy,32,32,0.7171875238418579,processed
00377,train,1284,able,preprocessed_nslt2000/landmarks/00377.npy,preprocessed_nslt2000/landmarks/00377_mask.npy,32,32,0.77734375,processed
00381,train,1284,able,preprocessed_nslt2000/landmarks/00381.npy,preprocessed_nslt2000/landmarks/00381_mask.npy,32,32,0.989062488079071,processed
00384,train,1284,able,preprocessed_nslt2000/landmarks/00384.npy,preprocessed_nslt2000/landmarks/00384_mask.npy,32,32,0.7718750238418579,processed
00414,train,180,about,preprocessed_nslt2000/landmarks/00414.npy,preprocessed_nslt2000/landmarks/00414_mask.npy,32,32,0.879687488079071,processed
00415,train,180,about,preprocessed_nslt2000/landmarks/00415.npy,preprocessed_nslt2000/landmarks/00415_mask.npy,32,32,0.8687499761581421,processed
00416,train,180,about,preprocessed_nslt2000/landmarks/00416.npy,preprocessed_nslt2000/landmarks/00416_mask.npy,32,32,0.815625011920929,processed
00426,train,180,about,preprocessed_nslt2000/landmarks/00426.npy,preprocessed_nslt2000/landmarks/00426_mask.npy,32,32,0.8046875,processed
00430,train,1040,above,preprocessed_nslt2000/landmarks/00430.npy,preprocessed_nslt2000/landmarks/00430_mask.npy,32,32,0.807812511920929,processed
00433,train,1040,above,preprocessed_nslt2000/landmarks/00433.npy,preprocessed_nslt2000/landmarks/00433_mask.npy,32,32,1.0,processed
00435,train,1040,above,preprocessed_nslt2000/landmarks/00435.npy,preprocessed_nslt2000/landmarks/00435_mask.npy,32,32,0.77734375,processed
00583,train,1600,accent,preprocessed_nslt2000/landmarks/00583.npy,preprocessed_nslt2000/landmarks/00583_mask.npy,32,32,0.764843761920929,processed
00584,train,1600,accent,preprocessed_nslt2000/landmarks/00584.npy,preprocessed_nslt2000/landmarks/00584_mask.npy,32,32,0.78125,processed
00585,train,1600,accent,preprocessed_nslt2000/landmarks/00585.npy,preprocessed_nslt2000/landmarks/00585_mask.npy,32,32,0.770312488079071,processed
00586,train,1600,accent,preprocessed_nslt2000/landmarks/00586.npy,preprocessed_nslt2000/landmarks/00586_mask.npy,32,32,0.7593749761581421,processed
00593,train,471,accept,preprocessed_nslt2000/landmarks/00593.npy,preprocessed_nslt2000/landmarks/00593_mask.npy,32,32,0.846875011920929,processed
