"video_id","subset","label","gloss","feature_path","mask_path","frames_found","frames_used","visible_ratio","status"
"00414","train","180","about","/kaggle/input/datasets/mohamedmedhaffar/preprocessed-300/preprocessed_nslt300/landmarks/00414.npy","/kaggle/input/datasets/mohamedmedhaffar/preprocessed-300/preprocessed_nslt300/landmarks/00414_mask.npy","32","32","0.879687488079071","existing"
"00415","train","180","about","/kaggle/input/datasets/mohamedmedhaffar/preprocessed-300/preprocessed_nslt300/landmarks/00415.npy","/kaggle/input/datasets/mohamedmedhaffar/preprocessed-300/preprocessed_nslt300/landmarks/00415_mask.npy","32","32","0.8687499761581421","existing"
"00416","train","180","about","/kaggle/input/datasets/mohamedmedhaffar/preprocessed-300/preprocessed_nslt300/landmarks/00416.npy","/kaggle/input/datasets/mohamedmedhaffar/preprocessed-300/preprocessed_nslt300/landmarks/00416_mask.npy","32","32","0.815625011920929","existing"
"00426","train","180","about","/kaggle/input/datasets/mohamedmedhaffar/preprocessed-300/preprocessed_nslt300/landmarks/00426.npy","/kaggle/input/datasets/mohamedmedhaffar/preprocessed-300/preprocessed_nslt300/landmarks/00426_mask.npy","32","32","0.8046875","existing"
"00623","train","51","accident","/kaggle/input/datasets/mohamedmedhaffar/preprocessed-300/preprocessed_nslt300/landmarks/00623.npy","/kaggle/input/datasets/mohamedmedhaffar/preprocessed-300/preprocessed_nslt300/landmarks/00623_mask.npy","32","32","0.8414062261581421","existing"
"00624","train","51","accident","/kaggle/input/datasets/mohamedmedhaffar/preprocessed-300/preprocessed_nslt300/landmarks/00624.npy","/kaggle/input/datasets/mohamedmedhaffar/preprocessed-300/preprocessed_nslt300/landmarks/00624_mask.npy","32","32","0.7867187261581421","existing"
"00628","train","51","accident","/kaggle/input/datasets/mohamedmedhaffar/preprocessed-300/preprocessed_nslt300/landmarks/00628.npy","/kaggle/input/datasets/mohamedmedhaffar/preprocessed-300/preprocessed_nslt300/landmarks/00628_mask.npy","32","32","0.792187511920929","existing"
"00629","train","51","accident","/kaggle/input/datasets/mohamedmedhaffar/preprocessed-300/preprocessed_nslt300/landmarks/00629.npy","/kaggle/input/datasets/mohamedmedhaffar/preprocessed-300/preprocessed_nslt300/landmarks/00629_mask.npy","32","32","0.8539062738418579","existing"
"00631","train","51","accident","/kaggle/input/datasets/mohamedmedhaffar/preprocessed-300/preprocessed_nslt300/landmarks/00631.npy","/kaggle/input/datasets/mohamedmedhaffar/preprocessed-300/preprocessed_nslt300/landmarks/00631_mask.npy","32","32","0.9507812261581421","existing"
"00632","train","51","accident","/kaggle/input/datasets/mohamedmedhaffar/preprocessed-300/preprocessed_nslt300/landmarks/00632.npy","/kaggle/input/datasets/mohamedmedhaffar/preprocessed-300/preprocessed_nslt300/landmarks/00632_mask.npy","32","32","0.8453124761581421","existing"
"00633","train","51","accident","/kaggle/input/datasets/mohamedmedhaffar/preprocessed-300/preprocessed_nslt300/landmarks/00633.npy","/kaggle/input/datasets/mohamedmedhaffar/preprocessed-300/preprocessed_nslt300/landmarks/00633_mask.npy","32","32","0.46875","existing"
"00639","train","51","accident","/kaggle/input/datasets/mohamedmedhaffar/preprocessed-300/preprocessed_nslt300/landmarks/00639.npy","/kaggle/input/datasets/mohamedmedhaffar/preprocessed-300/preprocessed_nslt300/landmarks/00639_mask.npy","32","32","0.7421875","existing"
"01383","train","76","africa","/kaggle/input/datasets/mohamedmedhaffar/preprocessed-300/preprocessed_nslt300/landmarks/01383.npy","/kaggle/input/datasets/mohamedmedhaffar/preprocessed-300/preprocessed_nslt300/landmarks/01383_mask.npy","32","32","0.7046874761581421","existing"
"01384","train","76","africa","/kaggle/input/datasets/mohamedmedhaffar/preprocessed-300/preprocessed_nslt300/landmarks/01384.npy","/kaggle/input/datasets/mohamedmedhaffar/preprocessed-300/preprocessed_nslt300/landmarks/01384_mask.npy","32","32","0.20234374701976776","existing"
"01385","train","76","africa","/kaggle/input/datasets/mohamedmedhaffar/preprocessed-300/preprocessed_nslt300/landmarks/01385.npy","/kaggle/input/datasets/mohamedmedhaffar/preprocessed-300/preprocessed_nslt300/landmarks/01385_mask.npy","32","32","0.764843761920929","existing"
"01387","train","76","africa","/kaggle/input/datasets/mohamedmedhaffar/preprocessed-300/preprocessed_nslt300/landmarks/01387.npy","/kaggle/input/datasets/mohamedmedhaffar/preprocessed-300/preprocessed_nslt300/landmarks/01387_mask.npy","32","32","0.78125","existing"
"01388","train","76","africa","/kaggle/input/datasets/mohamedmedhaffar/preprocessed-300/preprocessed_nslt300/landmarks/01388.npy","/kaggle/input/datasets/mohamedmedhaffar/preprocessed-300/preprocessed_nslt300/landmarks/01388_mask.npy","32","32","0.739062488079071","existing"
"01460","train","139","again","/kaggle/input/datasets/mohamedmedhaffar/preprocessed-300/preprocessed_nslt300/landmarks/01460.npy","/kaggle/input/datasets/mohamedmedhaffar/preprocessed-300/preprocessed_nslt300/landmarks/01460_mask.npy","32","32","0.7867187261581421","existing"
"01461","train","139","again","/kaggle/input/datasets/mohamedmedhaffar/preprocessed-300/preprocessed_nslt300/landmarks/01461.npy","/kaggle/input/datasets/mohamedmedhaffar/preprocessed-300/preprocessed_nslt300/landmarks/01461_mask.npy","32","32","0.7867187261581421","existing"
"01463","train","139","again","/kaggle/input/datasets/mohamedmedhaffar/preprocessed-300/preprocessed_nslt300/landmarks/01463.npy","/kaggle/input/datasets/mohamedmedhaffar/preprocessed-300/preprocessed_nslt300/landmarks/01463_mask.npy","32","32","0.7828124761581421","existing"
"01464","train","139","again","/kaggle/input/datasets/mohamedmedhaffar/preprocessed-300/preprocessed_nslt300/landmarks/01464.npy","/kaggle/input/datasets/mohamedmedhaffar/preprocessed-300/preprocessed_nslt300/landmarks/01464_mask.npy","32","32","0.821093738079071","existing"
"01466","train","139","again","/kaggle/input/datasets/mohamedmedhaffar/preprocessed-300/preprocessed_nslt300/landmarks/01466.npy","/kaggle/input/datasets/mohamedmedhaffar/preprocessed-300/preprocessed_nslt300/landmarks/01466_mask.npy","32","32","0.91796875","existing"
"01471","train","139","again","/kaggle/input/datasets/mohamedmedhaffar/preprocessed-300/preprocessed_nslt300/landmarks/01471.npy","/kaggle/input/datasets/mohamedmedhaffar/preprocessed-300/preprocessed_nslt300/landmarks/01471_mask.npy","32","32","0.7718750238418579","existing"
"01987","train","18","all","/kaggle/input/datasets/mohamedmedhaffar/preprocessed-300/preprocessed_nslt300/landmarks/01987.npy","/kaggle/input/datasets/mohamedmedhaffar/preprocessed-300/preprocessed_nslt300/landmarks/01987_mask.npy","32","32","0.37187498807907104","existing"
"01988","train","18","all","/kaggle/input/datasets/mohamedmedhaffar/preprocessed-300/preprocessed_nslt300/landmarks/01988.npy","/kaggle/input/datasets/mohamedmedhaffar/preprocessed-300/preprocessed_nslt300/landmarks/01988_mask.npy","32","32","0.859375","existing"
"01991","train","18","all","/kaggle/input/datasets/mohamedmedhaffar/preprocessed-300/preprocessed_nslt300/landmarks/01991.npy","/kaggle/input/datasets/mohamedmedhaffar/preprocessed-300/preprocessed_nslt300/landmarks/01991_mask.npy","32","32","0.852343738079071","existing"
"01992","train","18","all","/kaggle/input/datasets/mohamedmedhaffar/preprocessed-300/preprocessed_nslt300/landmarks/01992.npy","/kaggle/input/datasets/mohamedmedhaffar/preprocessed-300/preprocessed_nslt300/landmarks/01992_mask.npy","32","32","0.9125000238418579","existing"
"02003","train","18","all","/kaggle/input/datasets/mohamedmedhaffar/preprocessed-300/preprocessed_nslt300/landmarks/02003.npy","/kaggle/input/datasets/mohamedmedhaffar/preprocessed-300/preprocessed_nslt300/landmarks/02003_mask.npy","32","32","0.8265625238418579","existing"
"02228","train","256","always","/kaggle/input/datasets/mohamedmedhaffar/preprocessed-300/preprocessed_nslt300/landmarks/02228.npy","/kaggle/input/datasets/mohamedmedhaffar/preprocessed-300/preprocessed_nslt300/landmarks/02228_mask.npy","32","32","0.75390625","existing"
"02233","train","256","always","/kaggle/input/datasets/mohamedmedhaffar/preprocessed-300/preprocessed_nslt300/landmarks/02233.npy","/kaggle/input/datasets/mohamedmedhaffar/preprocessed-300/preprocessed_nslt300/landmarks/02233_mask.npy","32","32","0.768750011920929","existing"
"02238","train","256","always","/kaggle/input/datasets/mohamedmedhaffar/preprocessed-300/preprocessed_nslt300/landmarks/02238.npy","/kaggle/input/datasets/mohamedmedhaffar/preprocessed-300/preprocessed_nslt300/landmarks/02238_mask.npy","32","32","0.23281249403953552","existing"
"02583","train","257","animal","/kaggle/input/datasets/mohamedmedhaffar/preprocessed-300/preprocessed_nslt300/landmarks/02583.npy","/kaggle/input/datasets/mohamedmedhaffar/preprocessed-300/preprocessed_nslt300/landmarks/02583_mask.npy","32","32","0.8414062261581421","existing"
"02584","train","257","animal","/kaggle/input/datasets/mohamedmedhaffar/preprocessed-300/preprocessed_nslt300/landmarks/02584.npy","/kaggle/input/datasets/mohamedmedhaffar/preprocessed-300/preprocessed_nslt300/landmarks/02584_mask.npy","32","32","0.8304687738418579","existing"
"02589","train","257","animal","/kaggle/input/datasets/mohamedmedhaffar/preprocessed-300/preprocessed_nslt300/landmarks/02589.npy","/kaggle/input/datasets/mohamedmedhaffar/preprocessed-300/preprocessed_nslt300/landmarks/02589_mask.npy","32","32","1.0","existing"
"02592","train","257","animal","/kaggle/input/datasets/mohamedmedhaffar/preprocessed-300/preprocessed_nslt300/landmarks/02592.npy","/kaggle/input/datasets/mohamedmedhaffar/preprocessed-300/preprocessed_nslt300/landmarks/02592_mask.npy","32","32","0.3687500059604645","existing"
"03000","train","52","apple","/kaggle/input/datasets/mohamedmedhaffar/preprocessed-300/preprocessed_nslt300/landmarks/03000.npy","/kaggle/input/datasets/mohamedmedhaffar/preprocessed-300/preprocessed_nslt300/landmarks/03000_mask.npy","32","32","0.7757812738418579","existing"
"03001","train","52","apple","/kaggle/input/datasets/mohamedmedhaffar/preprocessed-300/preprocessed_nslt300/landmarks/03001.npy","/kaggle/input/datasets/mohamedmedhaffar/preprocessed-300/preprocessed_nslt300/landmarks/03001_mask.npy","32","32","0.4859375059604645","existing"
"03002","train","52","apple","/kaggle/input/datasets/mohamedmedhaffar/preprocessed-300/preprocessed_nslt300/landmarks/03002.npy","/kaggle/input/datasets/mohamedmedhaffar/preprocessed-300/preprocessed_nslt300/landmarks/03002_mask.npy","32","32","0.7757812738418579","existing"
"03003","train","52","apple","/kaggle/input/datasets/mohamedmedhaffar/preprocessed-300/preprocessed_nslt300/landmarks/03003.npy","/kaggle/input/datasets/mohamedmedhaffar/preprocessed-300/preprocessed_nslt300/landmarks/03003_mask.npy","32","32","0.75","existing"
"03005","train","52","apple","/kaggle/input/datasets/mohamedmedhaffar/preprocessed-300/preprocessed_nslt300/landmarks/03005.npy","/kaggle/input/datasets/mohamedmedhaffar/preprocessed-300/preprocessed_nslt300/landmarks/03005_mask.npy","32","32","0.824999988079071","existing"
"03008","train","52","apple","/kaggle/input/datasets/mohamedmedhaffar/preprocessed-300/preprocessed_nslt300/landmarks/03008.npy","/kaggle/input/datasets/mohamedmedhaffar/preprocessed-300/preprocessed_nslt300/landmarks/03008_mask.npy","32","32","0.72265625","existing"
"03118","train","181","approve","/kaggle/input/datasets/mohamedmedhaffar/preprocessed-300/preprocessed_nslt300/landmarks/03118.npy","/kaggle/input/datasets/mohamedmedhaffar/preprocessed-300/preprocessed_nslt300/landmarks/03118_mask.npy","32","32","0.7867187261581421","existing"
"03119","train","181","approve","/kaggle/input/datasets/mohamedmedhaffar/preprocessed-300/preprocessed_nslt300/landmarks/03119.npy","/kaggle/input/datasets/mohamedmedhaffar/preprocessed-300/preprocessed_nslt300/landmarks/03119_mask.npy","32","32","0.8304687738418579","existing"
"03121","train","181","approve","/kaggle/input/datasets/mohamedmedhaffar/preprocessed-300/preprocessed_nslt300/landmarks/03121.npy","/kaggle/input/datasets/mohamedmedhaffar/preprocessed-300/preprocessed_nslt300/landmarks/03121_mask.npy","32","32","0.7757812738418579","existing"
